gene_symbol,disease,disease_subtype,syndrome,ClinGen_classification,G2P_classification,OMIM_inheritence,G2P_allelic_requirement,ClinGen_mutation_consequence,OMIM_gene_ID,OMIM_disease_name,OMIM_disease_ID,ORPHA_ID,MONDO_ID,G2P_organ_specificity_list,G2P_panel,prev_symbols,hgnc_id,gene_disease_pair_entry_date,share_status,IC_signed_by,ClinGen_pmids,HPO_phenotypes
LOX,HTAAD,NA,NA,Strong,Confirmed,AD,monoallelic,Nonsense and missense variants with (predicted) LOF,153455,"AORTIC ANEURYSM FAMILIAL THORACIC, 10",617168,Familial thoracic aneurysm and dissection (91387); rare disease with thoracic aortic aneurysm and aortic dissection (285014),MONDO_0014950,NA,Cardiac,AAT10,HGNC:6664,NA,NA,NA,26838787;27432961;27432961;1975633,HP:0005162;HP:0000545;HP:0000767;HP:0001297;HP:0000006;HP:0002705;HP:0001659;HP:0011106;HP:0001519;HP:0000766;HP:0001382;HP:0002650;HP:0000978;HP:0001643;HP:0000316;HP:0100775;HP:0001166;HP:0000098;HP:0012163;HP:0002647;HP:0002875;HP:0001763;HP:0100749;HP:0000822;HP:0002326;HP:0001640;HP:0004950;HP:0004959;HP:0002140;HP:0000023;HP:0002107;HP:0001677;HP:0001653;HP:0002616;HP:0000218;HP:0002686;HP:0004944;HP:0004933;HP:0012763;HP:0000965;HP:0005113;HP:0000278;HP:0000525;HP:0003549;HP:0001647;HP:0002105;HP:0005112;HP:0000678;HP:0200146;HP:0002138;HP:0012499
LZTR1,RAS,NA,Noonan syndrome,Strong,Confirmed,AD,monoallelic,Missense,600574,NOONAN SYNDROME 10,616564,ORPHA:648 Noonan syndrome,MONDO_0014693,NA,Cardiac,"BTBD29, LZTR-1, NS10, NS2, SWNTS2",HGNC:6742,NA,NA,NA,25049390;25795793,HP:0000508;HP:0000347;HP:0000535;HP:0000179;HP:0008872;HP:0030680;HP:0000325;HP:0001680;HP:0002974;HP:0000391;HP:0000028;HP:0000078;HP:0000639;HP:0011381;HP:0000494;HP:0000218;HP:0011800;HP:0001004;HP:0000520;HP:0100763;HP:0002208;HP:0000474;HP:0001928;HP:0002212;HP:0005692;HP:0000044;HP:0000407;HP:0007477;HP:0100008;HP:0000006;HP:0000767;HP:0010302;HP:0002650;HP:0004415;HP:0001743;HP:0001671;HP:0011362;HP:0001156;HP:0002167;HP:0004209;HP:0000316;HP:0004322;HP:0000768;HP:0002240;HP:0001641;HP:0001252;HP:0000348;HP:0000766;HP:0001892;HP:0001260;HP:0001324;HP:0006610;HP:0100625;HP:0011869;HP:0001642;HP:0003828;HP:0000465;HP:0000368;HP:0000476;HP:0002162;HP:0010318;HP:0001718;HP:0000470;HP:0000486;HP:0002750;HP:0011675;HP:0000995;HP:0003829
PPP1CB,RAS,NA,NS/LAH syndrome,Strong,Confirmed,AD,monoallelic,NA,600590,NOONAN SYNDROME-LIKE DISORDER WITH LOOSE ANAGEN HAIR 2,617506,ORPHA:2701  Noonan syndrome-like disorder with loose anagen hair,MONDO_0054588,NA,Cardiac,"HEL-S-80p, NSLH2, PP-1B, PP1B, PP1beta, PPP1CD",HGNC:9282,NA,NA,NA,27264673;27868344;27681385;28211982;25356899;27681385;16630891;24211266,HP:0000218;HP:0000670;HP:0000174;HP:0002002;HP:0000391;HP:0000494;HP:0002750;HP:0000475;HP:0001382;HP:0005108;HP:0011220;HP:0000470;HP:0001653;HP:0000233;HP:0007099;HP:0001655;HP:0001480;HP:0000316;HP:0001800;HP:0010648;HP:0001508;HP:0000286;HP:0004322;HP:0000256;HP:0000006;HP:0000028;HP:0001680;HP:0000465;HP:0000358;HP:0002162;HP:0000365;HP:0001639;HP:0000238;HP:0000368;HP:0001305;HP:0001249;HP:0001631;HP:0001643;HP:0001363;HP:0004969;HP:0002209;HP:0011712;HP:0000609;HP:0000463;HP:0000957;HP:0000750;HP:0001290;HP:0000369;HP:0001156;HP:0000767;HP:0001231;HP:0000179;HP:0009811;HP:0100840;HP:0001642;HP:0002217;HP:0000400;HP:0000396;HP:0000508;HP:0000768;HP:0000963;HP:0001263;HP:0001629;HP:0008070;HP:0003196
PRKG1,HTAAD,NA,NA,Strong,Confirmed,AD,monoallelic,Single gain-of-function variant c.530G>A;p (Arg177Gln),176894,"AORTIC ANEURYSM FAMILIAL THORACIC, 8",615436,Familial thoracic aneurysm and dissection (91387); rare disease with thoracic aortic aneurysm and aortic dissection (285014),MONDO_0014187,NA,Cardiac,"AAT8, PKG, PKG1, PRKG1B, PRKGR1B, cGK, cGK 1, cGK1, cGKI, cGKI-BETA, cGKI-alpha",HGNC:9414,NA,NA,NA,23910461;27442293;9606187,HP:0030882;HP:0005162;HP:0002686;HP:0000822;HP:0004933;HP:0000023;HP:0006702;HP:0012727;HP:0011106;HP:0002138;HP:0000006;HP:0002650;HP:0002326;HP:0200146;HP:0002875;HP:0100775;HP:0000965;HP:0002140;HP:0000525;HP:0002107;HP:0000978;HP:0001677;HP:0004950;HP:0100749;HP:0000316;HP:0001647;HP:0012499;HP:0001640;HP:0001166;HP:0003549;HP:0001659;HP:0004959;HP:0001297;HP:0012763;HP:0000278;HP:0001643;HP:0002616;HP:0002705;HP:0000098;HP:0002105;HP:0005112;HP:0012163;HP:0002647;HP:0001763;HP:0000766;HP:0004944
TRDN,LQTS,NA,NA,Strong,Confirmed,AR,biallelic,frameshift mutations,603283,"VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 5, WITH OR WITHOUT MUSCLE WEAKNESS",615441,ORPHA:3286  Catecholaminergic polymorphic ventricular tachycardia; ORPHA:101016 Romano-Ward syndrome,MONDO_0014191,NA,Cardiac,"CPVT5, TDN, TRISK",HGNC:12261,NA,NA,NA,25922419;26768964,HP:0000006;HP:0001250;HP:0001279;HP:0001699;HP:0005110;HP:0000007;HP:0002321;HP:0005162;HP:0025478;HP:0031273;HP:0001695;HP:0004756;HP:0006682;HP:0001657;HP:0031677;HP:0003701;HP:0001645;HP:0001259
ACTN2,HCM,isolated LVH,"LVH, LVNC, DCM, and idiopathic VF",Moderate,Probable,AD,monoallelic,NA,102573,"HCM, LVH, LVNC, DCM, idiopathic VF",612158,ORPHA:101016  Romano-Ward syndrome; ORPHA:130  Brugada syndrome,MONDO_0012738,NA,Cardiac,"CMD1AA, CMH23",HGNC:164,NA,NA,NA,20474083;17097056;20022194;25224718;25173926;26779504;26573135;20474083;14567970;24860983;1339456;20022194;22253474,HP:0000407;HP:0003236;HP:0000982;HP:0003457;HP:0003198;HP:0001644;HP:0005110;HP:0001874;HP:0001678;HP:0001706;HP:0006685;HP:0031319;HP:0001695;HP:0004755;HP:0000006;HP:0100578;HP:0001712;HP:0030682
CACNA1C,LQTS,NA,Timothy syndrome,Moderate,Probable,AD,monoallelic,Disease-causing germline mutation(s) (gain of function),114205,LONG QT SYNDROME 8,601005,Timothy syndrome ORPHA:65283,MONDO_0010979,NA,Cardiac,"CACH2, CACN2, CACNL1A1, CCHL1A1, CaV1.2, LQT8, TS, TS. LQT8",HGNC:1390,NA,NA,NA,15863612;23677916;24728418;25633834;27390944,HP:0011712;HP:0002719;HP:0002090;HP:0001645;HP:0001662;HP:0004755;HP:0001629;HP:0001663;HP:0001643;HP:0004751;HP:0000821;HP:0001943;HP:0005280;HP:0001636;HP:0001279;HP:0001290;HP:0001655;HP:0005110;HP:0012251;HP:0001159;HP:0004308;HP:0000717;HP:0001249;HP:0000691;HP:0001263;HP:0001640;HP:0011704;HP:0012272;HP:0012232;HP:0000219;HP:0001649;HP:0011715;HP:0001250;HP:0001657;HP:0001695;HP:0000006;HP:0000311;HP:0001699;HP:0011705;HP:0002901;HP:0012725;HP:0012387
CSRP3,HCM,NA,NA,Moderate,Probable,AD,monoallelic,"Missense, LOF",600824,"CARDIOMYOPATHY, HYPERTROPHIC, 12",612124,NA,MONDO_0012804,NA,Cardiac,"CLP, CMD1M, CMH12, CRP3, LMO4, MLP",HGNC:2472,NA,NA,NA,21425739;22429680;25351510;12642359;16352453;19035361;24934443;20044516;15582318;24934443,HP:0000407;HP:0000006;HP:0001638;HP:0003236;HP:0000982;HP:0006670;HP:0004756;HP:0004757;HP:0001644;HP:0003457;HP:0001645;HP:0003198;HP:0001706;HP:0001874;HP:0100578
JPH2,HCM,NA,NA,Moderate,Probable,AD,monoallelic,Missense,605267,"CARDIOMYOPATHY, HYPERTROPHIC, 17",613873,NA,MONDO_0013474,NA,Cardiac,"CMH17, JP-2, JP2",HGNC:14202,NA,NA,NA,23973696;17509612;28393127;26869393;17476457;15541368;21216834;17509612;21339484,HP:0001638;HP:0001962;HP:0002094;HP:0004756;HP:0001712;HP:0001685;HP:0000006
LDB3,HCM,no isolated LVH,Myofibrillar myopathy,Moderate,Probable,AD,monoallelic,NA,605906,"MYOPATHY, MYOFIBRILLAR, 4",609452,ORPHA:593  Myofibrillar myopathy,MONDO_0012277,NA,Cardiac,"CMD1C, CMH24, CMPD3, CYPHER, LDB3Z1, LDB3Z4, LVNC3, MFM4, ORACLE, PDLIM6, ZASP",HGNC:15710,NA,NA,NA,NA,HP:0008997;HP:0000407;HP:0001645;HP:0009077;HP:0008954;HP:0011808;HP:0030682;HP:0003445;HP:0001635;HP:0030198;HP:0003457;HP:0003325;HP:0003715;HP:0003236;HP:0009027;HP:0005162;HP:0001271;HP:0031189;HP:0002600;HP:0001288;HP:0001712;HP:0008969;HP:0003555;HP:0009073;HP:0000006;HP:0003324;HP:0006685;HP:0009005;HP:0003323;HP:0000982;HP:0009830;HP:0003736;HP:0001874;HP:0003198;HP:0001626;HP:0004308;HP:0012722;HP:0009072;HP:0001638;HP:0006957;HP:0003458;HP:0003584;HP:0001644;HP:0100578;HP:0002505;HP:0031374;HP:0009063
MYBPC3,HCM,NA,NA,Moderate,Probable,AD,monoallelic,"Missense, LOF",600958,"CARDIOMYOPATHY, HYPERTROPHIC, 4",115197,NA,MONDO_0007268,NA,Cardiac,"CMD1MM, CMH4, FHC, LVNC10, MYBP-C, cMyBP-C",HGNC:7551,NA,NA,NA,18533079;9562578;7493025;27532257;26358504;9440712;24464755;11230104;15249187;11909824,HP:0003198;HP:0001639;HP:0030682;HP:0000982;HP:0000407;HP:0001644;HP:0001874;HP:0003236;HP:0000006;HP:0003457;HP:0100578
SOS2,RAS,NA,Noonan syndrome,Moderate,Probable,AD,monoallelic,NA,601247,NOONAN SYNDROME 9,616559,ORPHA:648 Noonan syndrome,MONDO_0014691,NA,Cardiac,"NS9, SOS-2",HGNC:11188,NA,NA,NA,25795793;26173643;23875798;10938118,HP:0011362;HP:0002750;HP:0001252;HP:0000494;HP:0000407;HP:0001671;HP:0002162;HP:0000348;HP:0011381;HP:0006610;HP:0040180;HP:0011869;HP:0005692;HP:0011675;HP:0000486;HP:0001156;HP:0000347;HP:0000368;HP:0000465;HP:0100763;HP:0004209;HP:0000767;HP:0001642;HP:0000006;HP:0001928;HP:0000995;HP:0001680;HP:0002240;HP:0010318;HP:0007477;HP:0000476;HP:0000044;HP:0008872;HP:0000520;HP:0002974;HP:0011800;HP:0000078;HP:0001004;HP:0000028;HP:0000179;HP:0001641;HP:0002212;HP:0000508;HP:0000639;HP:0000768;HP:0001324;HP:0000535;HP:0000474;HP:0000325;HP:0001263;HP:0000391;HP:0002650;HP:0002167;HP:0001892;HP:0000316;HP:0002208;HP:0004322;HP:0001260;HP:0030680;HP:0000218;HP:0000470;HP:0001743;HP:0004415;HP:0100625
TNNC1,HCM,NA,NA,Moderate,Probable,AD,monoallelic,"Missense, LOF",191040,"CARDIOMYOPATHY, HYPERTROPHIC, 13",613243,NA,MONDO_0013195,NA,Cardiac,"CMD1Z, CMH13, TN-C, TNC, TNNC",HGNC:11943,NA,NA,NA,18572189;21262074;11385718;22815480;26779504;16302972;24260207;20566645;26976709;26341255;26304555;20925115,HP:0011712;HP:0012250;HP:0001279;HP:0100578;HP:0005110;HP:0003198;HP:0000982;HP:0001644;HP:0200128;HP:0001639;HP:0001874;HP:0000006;HP:0000407;HP:0001663;HP:0011711;HP:0100749;HP:0003236;HP:0002094;HP:0003457
PLN,ARVC_CG,NA,Frequent left ventricular involvement. Also associated with dilated cardiomyopathy.,Moderate,Probable,AD,monoallelic,NA,172405,NA,NA,NA,NA,NA,Cardiac,"CMD1P, CMH18, PLB",HGNC:9080,NA,confidential,NA,NA,HP:0001874;HP:0000982;HP:0001638;HP:0000407;HP:0004308;HP:0003236;HP:0001644;HP:0001712;HP:0003457;HP:0005110;HP:0000006;HP:0003198;HP:0100749;HP:0006673;HP:0001635;HP:0100578
DES,ARVC_CG,NA,Conduction system abnormalities common.  Skeletal myopathy possible.  Definitive evidence gene for desminopathy,Moderate,Probable,AD,monoallelic,NA,125660,NA,NA,NA,NA,NA,Cardiac,"CDCD3, CSM1, CSM2, LGMD1D, LGMD1E, LGMD2R",HGNC:2770,NA,confidential,NA,NA,HP:0009053;HP:0006673;HP:0005659;HP:0001662;HP:0003457;HP:0003198;HP:0003724;HP:0000407;HP:0001283;HP:0030192;HP:0003323;HP:0003458;HP:0000007;HP:0000467;HP:0006957;HP:0000006;HP:0003327;HP:0001874;HP:0002014;HP:0003704;HP:0002460;HP:0002600;HP:0003306;HP:0000982;HP:0001709;HP:0009027;HP:0030319;HP:0001762;HP:0003236;HP:0003722;HP:0002522;HP:0001645;HP:0002355;HP:0009049;HP:0030196;HP:0011663;HP:0010628;HP:0001644;HP:0001639;HP:0001678;HP:0005157;HP:0005115;HP:0002019;HP:0002747;HP:0001635;HP:0100578;HP:0003694;HP:0001723
ANKRD1,HCM,NA,NA,Limited,Possible,AD,monoallelic,NA,609599,"CARDIOMYOPATHY, HYPERTROPHIC",NA,NA,NA,NA,Cardiac,"ANCO-1, ANCO1, LZ16, T13",HGNC:15819,NA,NA,NA,19608031;25613900;23572067;,HP:0000505;HP:0011968;HP:0000545;HP:0010720;HP:0000400;HP:0004474;HP:0001653;HP:0007165;HP:0002750;HP:0000311;HP:0001566;HP:0008438;HP:0000294;HP:0002162;HP:0004422;HP:0000175;HP:0000430;HP:0000891;HP:0000154;HP:0000325;HP:0002353;HP:0002808;HP:0000639;HP:0000750;HP:0009466;HP:0008513;HP:0000486;HP:0000343;HP:0000483;HP:0000574;HP:0001249;HP:0000218;HP:0001263;HP:0000348;HP:0001629;HP:0000365;HP:0000717;HP:0001385;HP:0000006;HP:0000028;HP:0012725;HP:0000252;HP:0000637;HP:0030048;HP:0000664;HP:0002650;HP:0000219;HP:0000319;HP:0000426;HP:0002119;HP:0000463;HP:0000582;HP:0000316;HP:0001250;HP:0009623;HP:0002553;HP:0000347;HP:0000389;HP:0000677;HP:0000954;HP:0005518;HP:0006315;HP:0012471;HP:0001159;HP:0011842;HP:0000506;HP:0000609;HP:0030084;HP:0000384;HP:0004322;HP:0000465;HP:0002015;HP:0001572;HP:0002342;HP:0000411;HP:0000307;HP:0001644;HP:0002079;HP:0040019;HP:0001873;HP:0002007;HP:0002948;HP:0045017;HP:0000470;HP:0000902;HP:0000276;HP:0002942
CALR3,HCM,NA,NA,Limited,Possible,AD,monoallelic,Missense,611414,"CARDIOMYOPATHY, HYPERTROPHIC, 1",613875,NA,MONDO_0005045,NA,Cardiac,NA,HGNC:20407,NA,NA,NA,17655857;26656175,NA
CAV3,LQTS,NA,NA,Limited,Possible,AD,monoallelic,NA,601253,LONG QT SYNDROME 9,611818,ORPHA:101016  Romano-Ward syndrome,MONDO_0012736,NA,Cardiac,"LGMD1C, LQT9, MPDT, RMD2, VIP-21, VIP21",HGNC:1529,NA,NA,NA,14663034;17060380;28115322;24021552;23640888;23541953;24917393;26132555,HP:0001425;HP:0003738;HP:0000006;HP:0001688;HP:0002312;HP:0003707;HP:0011805;HP:0008075;HP:0008981;HP:0001695;HP:0009005;HP:0002936;HP:0030089;HP:0003581;HP:0040081;HP:0003458;HP:0003559;HP:0001657;HP:0008962;HP:0003760;HP:0003457;HP:0008967;HP:0009063;HP:0003124;HP:0000467;HP:0003719;HP:0001284;HP:0003557;HP:0008954;HP:0001962;HP:0001761;HP:0003710;HP:0003236;HP:0004308;HP:0003326;HP:0003712
KCNE1,LQTS,NA,NA,Limited,Possible,AD,monoallelic,NA,176261,LONG QT SYNDROME 5,613695,ORPHA:334  Familial atrial fibrillation; ORPHA:90647  Jervell and Lange-Nielsen syndrome; ORPHA:101016  Romano-Ward syndrome,MONDO_0013372,NA,Cardiac,"ISK, JLNS, JLNS2, LQT2/5, LQT5, MinK",HGNC:6240,NA,NA,NA,22529812;9354802;9354783;9445165;10400998;11320260;14499862;16155735;16945797;17341399;19907016;20196769;21712262;27076034;29672598;29625280,HP:0001425;HP:0000006;HP:0000407;HP:0001645;HP:0001663;HP:0001279;HP:0000007;HP:0001664;HP:0008527;HP:0001657
KCNJ2,LQTS,NA,Andersen-Tawil syndrome,Limited,Possible,NA,NA,NA,600681,SHORT QT SYNDROME 3,609622,ORPHA:37553  Andersen-Tawil syndrome; ORPHA:334  Familial atrial fibrillation; ORPHA:51083  Familial short QT syndrome,MONDO_0012314,NA,Cardiac,"ATFB9, HHBIRK1, HHIRK1, IRK1, KIR2.1, LQT7, SQT3",HGNC:6263,NA,NA,NA,11371347;11371347;15276028;15831539;16541386;16571646;17582433;20111058;21493816;21148745;22589293;23644778;24395924;28003625;29017447,HP:0001864;HP:0000327;HP:0003768;HP:0001773;HP:0001645;HP:0006297;HP:0004279;HP:0200055;HP:0001279;HP:0005147;HP:0001507;HP:0001770;HP:0008153;HP:0001662;HP:0004209;HP:0000677;HP:0000414;HP:0005478;HP:0012232;HP:0000175;HP:0000347;HP:0001678;HP:0009803;HP:0003100;HP:0012745;HP:0010743;HP:0000337;HP:0003779;HP:0001649;HP:0000218;HP:0006335;HP:0000252;HP:0000272;HP:0000325;HP:0002750;HP:0025072;HP:0003691;HP:0001663;HP:0000324;HP:0001388;HP:0005110;HP:0004757;HP:0000219;HP:0000369;HP:0004467;HP:0004308;HP:0000006;HP:0000696;HP:0001156;HP:0003778;HP:0000316;HP:0000716;HP:0000581;HP:0010049;HP:0001657;HP:0001962;HP:0001328;HP:0002650
KLF10,HCM,NA,NA,Limited,Possible,AD,monoallelic,Missense,601878,"CARDIOMYOPATHY, HYPERTROPHIC",NA,NA,MONDO_0005045,NA,Cardiac,NA,HGNC:11810,NA,NA,NA,22234868;28082330;26252173;8532536;20201061,NA
LZTR1 (AR),RAS,NA,Noonan syndrome,Limited,Possible,AR,biallelic,LOF,600574,NOONAN SYNDROME 2,605275,ORPHA:648  Noonan syndrome,MONDO_0011531,NA,Cardiac,"BTBD29, LZTR-1, NS10, NS2, SWNTS2",HGNC:6742,NA,NA,NA,29469822;,HP:0000508;HP:0000347;HP:0000535;HP:0000179;HP:0008872;HP:0030680;HP:0000325;HP:0001680;HP:0002974;HP:0000391;HP:0000028;HP:0000078;HP:0000639;HP:0011381;HP:0000494;HP:0000218;HP:0011800;HP:0001004;HP:0000520;HP:0100763;HP:0002208;HP:0000474;HP:0001928;HP:0002212;HP:0005692;HP:0000044;HP:0000407;HP:0007477;HP:0100008;HP:0000006;HP:0000767;HP:0010302;HP:0002650;HP:0004415;HP:0001743;HP:0001671;HP:0011362;HP:0001156;HP:0002167;HP:0004209;HP:0000316;HP:0004322;HP:0000768;HP:0002240;HP:0001641;HP:0001252;HP:0000348;HP:0000766;HP:0001892;HP:0001260;HP:0001324;HP:0006610;HP:0100625;HP:0011869;HP:0001642;HP:0003828;HP:0000465;HP:0000368;HP:0000476;HP:0002162;HP:0010318;HP:0001718;HP:0000470;HP:0000486;HP:0002750;HP:0011675;HP:0000995;HP:0003829
MRAS,RAS,NA,Noonan syndrome,Limited,Possible,AD,monoallelic,NA,608435,NOONAN SYNDROME 11,618499,NA,MONDO_0018997,NA,Cardiac,NA,HGNC:7227,NA,NA,NA,28289718;23875798,HP:0000028;HP:0000044;HP:0000078;HP:0000179;HP:0000218;HP:0000316;HP:0000325;HP:0000347;HP:0000348;HP:0000358;HP:0000368;HP:0000369;HP:0000391;HP:0000407;HP:0000414;HP:0000465;HP:0000474;HP:0000476;HP:0000486;HP:0000494;HP:0000508;HP:0000639;HP:0000767;HP:0000768;HP:0000995;HP:0001004;HP:0001156;HP:0001252;HP:0001260;HP:0001263;HP:0001290;HP:0001324;HP:0001631;HP:0001641;HP:0001642;HP:0001743;HP:0001892;HP:0001928;HP:0002162;HP:0002167;HP:0002208;HP:0002240;HP:0002650;HP:0002750;HP:0002974;HP:0004209;HP:0004322;HP:0004415;HP:0005280;HP:0005692;HP:0006610;HP:0007477;HP:0008872;HP:0010318;HP:0011362;HP:0011381;HP:0011675;HP:0011800;HP:0011869;HP:0030680;HP:0100625;HP:0100763
MYH6,HCM,NA,NA,Limited,Possible,AD,monoallelic,Missense,613251,"CARDIOMYOPATHY, HYPERTROPHIC, 14",613251,NA,MONDO_0013197,NA,Cardiac,"ASD3, CMD1EE, CMH14, MYHC, MYHCA, SSS3, alpha-MHC",HGNC:7576,NA,NA,NA,11815426;27483260;10388558;6234108;24309898;,HP:0001682;HP:0001639;HP:0000006;HP:0011675;HP:0001644;HP:0001684;HP:0001874;HP:0001939;HP:0000982;HP:0001699;HP:0003457;HP:0000407;HP:0003198;HP:0001635;HP:0001670;HP:0003236;HP:0100578
MYL2,HCM,NA,NA,Limited,Possible,AD,monoallelic,Missense,160781,"CARDIOMYOPATHY, HYPERTROPHIC, 10",608758,NA,MONDO_0012112,NA,Cardiac,"CMH10, MLC-2s/v, MLC2",HGNC:7583,NA,NA,NA,24111713;9535554;12404107;12818575;12707239;25351510;8673105;21896538;26497160;27532257;11102452;7236212;8316857;16837010;16076902;18987303;27378946;15829506,HP:0008180;HP:0001558;HP:0001670;HP:0000767;HP:0004755;HP:0001712;HP:0004322;HP:0008981;HP:0011807;HP:0001644;HP:0001508;HP:0000602;HP:0003198;HP:0002515;HP:0002747;HP:0001249;HP:0030192;HP:0003324;HP:0001663;HP:0006380;HP:0003458;HP:0000218;HP:0002751;HP:0002792;HP:0000276;HP:0001639;HP:0000006;HP:0001561;HP:0003273;HP:0006466;HP:0000347;HP:0002205;HP:0012785;HP:0100749;HP:0001315;HP:0002987;HP:0001612;HP:0001374;HP:0000508;HP:0011968;HP:0001762;HP:0002033;HP:0003307;HP:0001645;HP:0010804;HP:0010872;HP:0002094;HP:0001388;HP:0002089;HP:0001270;HP:0004756;HP:0000028;HP:0001962;HP:0003691;HP:0002321;HP:0001252;HP:0005144
MYLK2,HCM,NA,NA,Limited,Possible,AD,monoallelic,Missense,606566,"CARDIOMYOPATHY, HYPERTROPHIC, 1, DIGENIC",192600,NA,MONDO_0008647,NA,Cardiac,NA,HGNC:16243,NA,NA,NA,11733062;18202317;21696541;11029314;11733062;18202317;18474588;10655107;,HP:0001939;HP:0001635;HP:0001682;HP:0011675;HP:0001670
MYOM1,HCM,NA,NA,Limited,Possible,"AR, AD",biallelic,Missense,603508,"CARDIOMYOPATHY, HYPERTROPHIC",NA,NA,MONDO_0005045,NA,Cardiac,NA,HGNC:7613,NA,NA,NA,21256114;21069531;,NA
MYOZ2,HCM,NA,NA,Limited,Possible,AD,monoallelic,Missense,605602,"CARDIOMYOPATHY, HYPERTROPHIC, 16",613838,NA,MONDO_0013455,NA,Cardiac,"C4orf5, CMH16, CS-1, FATZ-2",HGNC:1330,NA,NA,NA,17347475;18591919;11114196;22987565,HP:0000006;HP:0001670;HP:0004756;HP:0005110;HP:0001712;HP:0011713
MYPN,HCM,NA,NA,Limited,Possible,AD,monoallelic,"Missense, LOF",608517,"CARDIOMYOPATHY, HYPERTROPHIC 22, FAMILIAL RESTRICTIVE 4,  DILATED, 1KK",615248,NA,MONDO_0014100,NA,Cardiac,"CMD1DD, CMH22, MYOP, NEM11, RCM4",HGNC:23246,NA,NA,NA,22286171;22286171;11309420;11309420;22286171;,HP:0000006;HP:0000347;HP:0000982;HP:0001638;HP:0001762;HP:0001284;HP:0001634;HP:0000007;HP:0000407;HP:0002747;HP:0008081;HP:0002515;HP:0001371;HP:0006673;HP:0007010;HP:0100578;HP:0001611;HP:0003458;HP:0005110;HP:0040083;HP:0003391;HP:0009055;HP:0001623;HP:0001712;HP:0003236;HP:0001533;HP:0005144;HP:0002804;HP:0001874;HP:0003557;HP:0001315;HP:0001644;HP:0003198;HP:0001653;HP:0003690;HP:0002943;HP:0000276;HP:0001561;HP:0000218;HP:0011703;HP:0009046;HP:0000774;HP:0010628;HP:0001989;HP:0008180;HP:0002068;HP:0003457;HP:0003388;HP:0002067;HP:0030192;HP:0000508;HP:0002650;HP:0001763;HP:0002355;HP:0030200;HP:0002938;HP:0003551;HP:0007210;HP:0000275;HP:0001635;HP:0002483;HP:0003677;HP:0003552;HP:0003798;HP:0002616;HP:0002312;HP:0000467;HP:0002792;HP:0001265;HP:0004303;HP:0002421;HP:0000316;HP:0009058;HP:0001290;HP:0007110;HP:0003700;HP:0003546;HP:0007340;HP:0001761;HP:0040081;HP:0000767;HP:0002359;HP:0001349;HP:0003306;HP:0003691;HP:0011968;HP:0003803;HP:0001270;HP:0001639
NEXN,HCM,NA,NA,Limited,Possible,AD,monoallelic,Missense,613121,"CARDIOMYOPATHY, HYPERTROPHIC, 20",613876,NA,MONDO_0013477,NA,Cardiac,"CMH20, NELIN",HGNC:29557,NA,NA,NA,20970104;27532257;19881492;,HP:0001712;HP:0000407;HP:0003198;HP:0100578;HP:0003457;HP:0000006;HP:0000982;HP:0001638;HP:0001644;HP:0005110;HP:0001874;HP:0003236
OBSCN,HCM,NA,NA,Limited,Possible,AD,monoallelic,"Missense, LOF",608616,"CARDIOMYOPATHY, HYPERTROPHIC",NA,NA,MONDO_0005045,NA,Cardiac,NA,HGNC:15719,NA,NA,NA,17716621;26573135;11448995;16205939,NA
PDLIM3,HCM,NA,NA,Limited,Possible,AD,monoallelic,"Missense, LOF",605889,"CARDIOMYOPATHY, HYPERTROPHIC",NA,NA,MONDO_0005045,NA,Cardiac,NA,HGNC:20767,NA,NA,NA,20801532;9334352,NA
RASA2,RAS,NA,Noonan syndrome,Limited,Possible,AD,monoallelic,NA,601589,NOONAN SYNDROME,NA,ORPHA:648  Noonan syndrome,NA,NA,Cardiac,NA,HGNC:9872,NA,NA,NA,25049390;,NA
RRAS,RAS,NA,Noonan syndrome,Limited,Possible,AD,monoallelic,NA,165090,NOONAN SYNDROME,NA,ORPHA:648 Noonan syndrome,NA,NA,Cardiac,NA,HGNC:10447,NA,NA,NA,24705357;23875798,NA
RYR2,HCM,NA,NA,Limited,Possible,AD,monoallelic,"Missense, LOF",180902,ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA 2,600996,NA,MONDO_0010975,NA,Cardiac,"ARVC2, ARVD2, RYR-2, RyR, VTSIP",HGNC:10484,NA,NA,NA,11208676;27988446;11157710;10830164;2380170;12837242;12169647;21768539;18483626;,HP:0002321;HP:0004308;HP:0006698;HP:0001645;HP:0004758;HP:0001279;HP:0001250;HP:0025478;HP:0001699;HP:0004756;HP:0005162;HP:0011663;HP:0005110;HP:0000006
TCAP,HCM,NA,NA,Limited,Possible,AD,monoallelic,Missense,604488,"CARDIOMYOPATHY, HYPERTROPHIC, 25",607487,NA,MONDO_0011843,NA,Cardiac,"CMD1N, CMH25, LGMD2G, LGMDR7, T-cap, TELE, telethonin",HGNC:11610,NA,NA,NA,15582318;16352453;12507422;9350988,HP:0008944;HP:0009046;HP:0002355;HP:0003805;HP:0003557;HP:0002522;HP:0003236;HP:0008981;HP:0009053;HP:0000006;HP:0100578;HP:0000982;HP:0001716;HP:0008994;HP:0003560;HP:0000407;HP:0008948;HP:0008997;HP:0003551;HP:0003198;HP:0000007;HP:0001644;HP:0001874;HP:0003457;HP:0009025;HP:0001712;HP:0009027
